2015-08-22 17:30:00,1032,127,Darmstadt,124,Schalke 04,1,1,0.790379,1.05775
2015-08-29 17:30:00,1044,127,Darmstadt,120,Hoffenheim,0,0,0.287238,1.3935
2015-09-12 17:30:00,1053,127,Darmstadt,119,Bayer Leverkusen,1,0,0.284787,1.3554
2015-09-19 17:30:00,1058,127,Darmstadt,117,Bayern Munich,0,3,0.204756,1.71752
2015-09-22 22:00:00,1069,127,Darmstadt,123,Werder Bremen,2,1,1.91868,1.19628
2015-09-27 19:30:00,1083,127,Darmstadt,129,Borussia Dortmund,2,2,0.508638,1.97055
2015-10-02 22:30:00,1084,127,Darmstadt,125,Mainz 05,2,3,1.86109,1.45155
2015-10-17 17:30:00,1094,127,Darmstadt,121,Augsburg,2,0,2.54284,1.42706
2015-10-24 17:30:00,1104,127,Darmstadt,131,Wolfsburg,0,1,0.594469,0.976111
2015-11-01 18:30:00,1118,127,Darmstadt,133,VfB Stuttgart,0,2,1.08627,2.13203
2015-11-07 21:30:00,1126,127,Darmstadt,118,Hamburger SV,1,1,1.6995,1.15876
2015-11-22 20:40:00,1137,127,Darmstadt,126,Ingolstadt,1,3,0.58372,2.73623
2015-11-27 23:30:00,1138,127,Darmstadt,134,FC Cologne,0,0,0.508721,0.933778
2015-12-06 20:30:00,1155,127,Darmstadt,132,Eintracht Frankfurt,1,0,1.55006,1.0568
2015-12-12 18:30:00,1157,127,Darmstadt,122,Hertha Berlin,0,4,0.26179,1.99133
2015-12-20 20:30:00,1173,127,Darmstadt,130,Borussia M.Gladbach,2,3,2.23006,1.0366
2016-01-23 18:30:00,1176,127,Darmstadt,128,Hannover 96,2,1,2.76698,1.28887
2016-01-30 18:30:00,1184,127,Darmstadt,124,Schalke 04,0,2,0.0939969,1.56117
2016-02-07 20:30:00,1200,127,Darmstadt,120,Hoffenheim,2,0,2.06675,0.584715
2016-02-13 18:30:00,1202,127,Darmstadt,119,Bayer Leverkusen,1,2,1.07695,1.5656
2016-02-20 18:30:00,1211,127,Darmstadt,117,Bayern Munich,1,3,0.61234,3.08206
2016-02-27 18:30:00,1220,127,Darmstadt,123,Werder Bremen,2,2,1.16123,2.2106
2016-03-02 23:00:00,1230,127,Darmstadt,129,Borussia Dortmund,0,2,0.422078,3.36158
2016-03-06 18:30:00,1244,127,Darmstadt,125,Mainz 05,0,0,1.02252,1.18471
2016-03-12 18:30:00,1249,127,Darmstadt,121,Augsburg,2,2,1.35865,1.28135
2016-03-19 18:30:00,1256,127,Darmstadt,131,Wolfsburg,1,1,1.3773,1.31288
2016-04-02 17:30:00,1268,127,Darmstadt,133,VfB Stuttgart,2,2,2.21695,0.480572
2016-04-09 17:30:00,1275,127,Darmstadt,118,Hamburger SV,2,1,1.04297,0.70616
2016-04-16 17:30:00,1284,127,Darmstadt,126,Ingolstadt,2,0,1.24602,0.351721
2016-04-23 17:30:00,1294,127,Darmstadt,134,FC Cologne,1,4,1.03362,2.56591
2016-04-30 17:30:00,1304,127,Darmstadt,132,Eintracht Frankfurt,1,2,1.19136,0.846611
2016-05-07 17:30:00,1316,127,Darmstadt,122,Hertha Berlin,2,1,1.26224,1.35682
2016-05-14 17:30:00,1326,127,Darmstadt,130,Borussia M.Gladbach,0,2,0.357258,1.87154
